Title,Authors,Price,Stars,Number of Reviews,Published Date,Country,Currency
"Learning Data Science: Data Wrangling, Exploration, Visualization, and Modeling with Python  ",['Kindle-editie'],63.0,,,,Singapore,Euro
Science Data Book Paper  ,[],,5.0,16.0,,Singapore,
The Data Detective: Ten Easy Rules to Make Sense of Statistics  ,['Paperback'],21.0,4.5,694.0,,Singapore,Euro
"Machine Learning For Absolute Beginners: A Plain English Introduction (Second Edition) (AI, Data Science, Python & Statistics for Beginners) (English Edition)  ",['Paperback'],3.0,4.4,1.47,,Singapore,Euro
The Book of R: A First Course in Programming and Statistics  ,['Kindle-editie'],43.0,4.6,375.0,,Singapore,Euro
Behavioral Data Analysis with R and Python: Customer-Driven Data for Real Business Results  ,['Kindle-editie'],56.0,4.1,17.0,,Singapore,Euro
Alien Zombie: The War of Alien Invasion Series Book 2 (English Edition)  ,[],1.0,,,,Singapore,Euro
CockroachDB: The Definitive Guide: Distributed Data at Scale  ,['Kindle-editie'],56.0,5.0,8.0,,Singapore,Euro
Pattern in Music  ,['Kindle-editie'],200.0,,,,Singapore,Euro
Communicating with Data Visualisation: A Practical Guide  ,"['Kindle-editie', 'Hardcover']",44.0,4.3,4.0,,Singapore,Euro
Building Science Graphics: An Illustrated Guide to Communicating Science through Diagrams and Visualizations  ,"['Kindle-editie', 'Hardcover']",41.0,4.6,13.0,,Singapore,Euro
Learning Python for Data: Fundmental Python Skills for Starting with Data  ,[],54.0,,,,Singapore,Euro
Complete Data Analysis Using R: Your Applied Manual  ,"['Kindle-editie', 'Hardcover']",49.0,,,,Singapore,Euro
Proofs from THE BOOK  ,['Kindle-editie'],58.0,4.8,72.0,,Singapore,Euro
Microsoft Power BI Data Analyst Certification Guide: A comprehensive guide to becoming a confident and certified Power BI professional  ,['Kindle-editie'],35.0,4.0,37.0,,Singapore,Euro
Algorithms Illuminated (Part 2): Graph Algorithms and Data Structures  ,['Kindle-editie'],24.0,4.7,257.0,,Singapore,Euro
Data + Journalism: A Story-Driven Approach to Learning Data Reporting  ,[],37.0,4.7,4.0,,Singapore,Euro
Communicating with Data: Making Your Case with Data  ,['Kindle-editie'],56.0,4.3,7.0,,Singapore,Euro
The Shape of Data in Digital Humanities: Modeling Texts and Text-based Resources  ,"['Kindle-editie', 'Hardcover']",50.0,5.0,2.0,,Singapore,Euro
Data Modeling Essentials  ,['Kindle-editie'],82.0,4.2,43.0,,Singapore,Euro
"Dark Outpost (Venerable Mother - The Legend of Lucan, Shào, Kit, Tamar, Than, and Kira Book 3) (English Edition)  ",[],1.0,,,,Singapore,Euro
Modeling the Agile Data Warehouse with Data Vault  ,['Kindle-editie'],118.0,4.5,23.0,,Singapore,Euro
"Computer Age Statistical Inference: Algorithms, Evidence, and Data Science: 5  ",['Kindle-editie'],56.0,4.8,78.0,,Singapore,Euro
"Applied Data Science with Python and Jupyter: Use powerful industry-standard tools to unlock new, actionable insights from your data  ",['Kindle-editie'],28.0,4.1,13.0,,Singapore,Euro
How AI Works: From Sorcery to Science  ,['Kindle-editie'],31.0,,,,Singapore,Euro
Building the Data Lakehouse  ,['Kindle-editie'],31.0,3.3,15.0,,Singapore,Euro
Think Stats: Exploratory Data Analysis  ,['Kindle-editie'],20.0,4.2,147.0,,Singapore,Euro
The Enterprise Big Data Framework: Building Critical Capabilities to Win in the Data Economy  ,"['Kindle-editie', 'Hardcover']",62.0,,,,Singapore,Euro
Data Modeler's Workbench: Tools and Techniques for Analysis and Design  ,[],39.0,4.5,7.0,,Singapore,Euro
SQL Cookbook: Query Solutions and Techniques for All SQL Users  ,['Kindle-editie'],52.0,4.6,157.0,,Singapore,Euro
Data Structures & Algorithms in Python  ,['Kindle-editie'],45.0,4.9,19.0,,Singapore,Euro
Telling Your Data Story: Data Storytelling for Data Management  ,['Kindle-editie'],28.0,4.3,80.0,,Singapore,Euro
Code: The Hidden Language of Computer Hardware and Software  ,['Kindle-editie'],25.0,4.8,393.0,,Singapore,Euro
"The Definitive Guide to Dax: Business Intelligence for Microsoft Power Bi, SQL Server Analysis Services, and Excel  ",['Kindle-editie'],39.0,4.7,1.164,,Singapore,Euro
Executing Data Quality Projects: Ten Steps to Quality Data and Trusted InformationTM  ,[],60.0,4.4,31.0,,Singapore,Euro
"Becoming Data Literate: Building a great business, culture and leadership through data and analytics  ",['Kindle-editie'],10.0,4.4,15.0,,Singapore,Euro
Data Analysis for the Life Sciences with R  ,"['Kindle-editie', 'Hardcover']",23.0,4.5,16.0,,Singapore,Euro
"The Tactics Ladder, Vol. I, Blue Series: 1000 Endgame Puzzles, A Chess Tactics Book for Intermediate Players 1400 FIDE Level (English Edition)  ",['Paperback'],2.0,4.6,16.0,,Singapore,Euro
Graph Data Processing with Cypher: A practical guide to building graph traversal queries using the Cypher syntax on Neo4j  ,['Kindle-editie'],40.0,4.2,7.0,,Singapore,Euro
An Introduction to Agile Data Engineering Using Data Vault 2.0: Better Data Modeling: 4  ,['Kindle-editie'],13.0,3.9,47.0,,Singapore,Euro
Adventures in Financial Data Science: The Empirical Properties of Financial and Economic Data (Second Edition): 19  ,['Kindle-editie'],135.0,5.0,1.0,,Singapore,Euro
Privacy is Power: Why and How You Should Take Back Control of Your Data  ,"['Kindle-editie', 'Hardcover']",11.0,4.5,334.0,,Singapore,Euro
The Analysis of Biological Data  ,['Product Bundle'],77.0,4.4,88.0,,Singapore,Euro
Quantitative Social Science: An Introduction  ,"['Kindle-editie', 'Hardcover']",41.0,4.5,94.0,,Singapore,Euro
Python for Finance Cookbook - Second Edition: Over 80 powerful recipes for effective financial data analysis  ,['Kindle-editie'],41.0,4.4,18.0,,Singapore,Euro
Data Science from Scratch: First Principles with Python  ,['Kindle-editie'],45.0,4.5,671.0,,Singapore,Euro
"Essential Math for Data Science: Take Control of Your Data with Fundamental Linear Algebra, Probability, and Statistics  ",['Kindle-editie'],35.0,4.6,199.0,,Singapore,Euro
"Ace the Data Science Interview: 201 Real Interview Questions Asked By FAANG, Tech Startups, & Wall Street  ",[],41.0,4.5,832.0,,Singapore,Euro
The Art of Statistics: Learning from Data  ,"['Kindle-editie', 'Hardcover']",13.0,4.6,3.407,,Singapore,Euro
The Kaggle Book: Data analysis and machine learning for competitive data science  ,['Kindle-editie'],57.0,4.4,117.0,,Singapore,Euro
Data Visualisation: A Handbook for Data Driven Design  ,"['Kindle-editie', 'Hardcover']",35.0,4.4,183.0,,Singapore,Euro
Fundamentals of Data Engineering: Plan and Build Robust Data Systems  ,['Kindle-editie'],56.0,4.7,336.0,,Singapore,Euro
Data Science (The MIT Press Essential Knowledge series) (English Edition)  ,"['Paperback', 'Cd']",11.0,4.5,518.0,,Singapore,Euro
Data Science For Dummies  ,['Kindle-editie'],31.0,4.5,61.0,,Singapore,Euro
Practical Statistics for Data Scientists: 50+ Essential Concepts Using R and Python  ,['Kindle-editie'],41.0,4.5,747.0,,Singapore,Euro
"Becoming a Data Head: How to Think, Speak, and Understand Data Science, Statistics, and Machine Learning  ",['Kindle-editie'],34.0,4.6,277.0,,Singapore,Euro
Data Science for Business: What You Need to Know About Data Mining and Data-Analytic Thinking  ,['Kindle-editie'],29.0,4.5,1.201,,Singapore,Euro
"R for Data Science: Import, Tidy, Transform, Visualize, and Model Data  ",['Kindle-editie'],60.0,4.8,23.0,,Singapore,Euro
"Data Analytics for Absolute Beginners: A Deconstructed Guide to Data Literacy: (Introduction to Data, Data Visualization, Business Intelligence & Machine Learning): 2  ","['Kindle-editie', 'Hardcover']",13.0,4.3,401.0,,Singapore,Euro
"Python for Data Analysis: Data Wrangling with Pandas, NumPy, and Jupyter  ",['Kindle-editie'],42.0,4.5,200.0,,Singapore,Euro
Calling Bullshit: The Art of Scepticism in a Data-Driven World  ,"['Kindle-editie', 'Hardcover']",9.0,4.5,1.135,,Singapore,Euro
"Data Science and Big Data Analytics: Discovering, Analyzing, Visualizing and Presenting Data  ",['Kindle-editie'],52.0,4.3,198.0,,Singapore,Euro
"Data Science on AWS: Implementing End-to-End, Continuous AI and Machine Learning Pipelines  ",['Kindle-editie'],42.0,4.5,196.0,,Singapore,Euro
Practical Data Science with Python: Learn tools and techniques from hands-on examples to extract insights from data  ,['Kindle-editie'],45.0,4.7,15.0,,Singapore,Euro
Mastering Microsoft Power BI - Second Edition: Expert techniques to create interactive insights for effective data analytics and business intelligence  ,['Kindle-editie'],48.0,4.3,46.0,,Singapore,Euro
Python Data Science Handbook: Essential Tools for Working with Data  ,['Kindle-editie'],56.0,4.2,25.0,,Singapore,Euro
"Business Data Science: Combining Machine Learning and Economics to Optimize, Automate, and Accelerate Business Decisions  ",['Kindle-editie'],23.0,4.5,162.0,,Singapore,Euro
Python for Data Science: A Hands-On Introduction  ,['Kindle-editie'],22.0,4.7,25.0,,Singapore,Euro
Python Programming & SQL Bible: From Zero to High-Paying Jobs: The Updated Crash Course Guide with Secret Hacks to Learn Python and SQL in Just One Week + 30 Hands-On Exercises  ,['Kindle-editie'],25.0,5.0,38.0,,Singapore,Euro
The Data Warehouse Toolkit: The Definitive Guide to Dimensional Modeling  ,['Kindle-editie'],51.0,4.6,601.0,,Singapore,Euro
"Principles of Security and Trust: 8th International Conference, POST 2019, Held as Part of the European Joint Conferences on Theory and Practice of Software, ... Science Book 11426) (English Edition)  ",['Paperback'],0.0,4.4,9.0,,Singapore,Euro
Data Management at Scale: Modern Data Architecture with Data Mesh and Data Fabric  ,['Kindle-editie'],51.0,4.4,13.0,,Singapore,Euro
Data Science for Babies  ,['Kindle-editie'],6.0,4.7,58.0,,Singapore,Euro
AI & Data Literacy: Empowering Citizens of Data Science  ,['Kindle-editie'],25.0,4.6,17.0,,Singapore,Euro
The Data Science Design Manual  ,"['Kindle-editie', 'Paperback']",49.0,4.6,77.0,,Singapore,Euro
"Data-Driven Science and Engineering: Machine Learning, Dynamical Systems, and Control  ",['Kindle-editie'],62.0,4.7,65.0,,Singapore,Euro
Python Data Science Handbook: Essential Tools for working with Data  ,[],40.0,4.5,636.0,,Singapore,Euro
Data Smart: Using Data Science to Transform Information into Insight  ,['Cd'],24.0,4.5,394.0,,Singapore,Euro
"Designing Data-Intensive Applications: The Big Ideas Behind Reliable, Scalable, and Maintainable Systems  ",['Kindle-editie'],49.0,4.8,4.263,,Singapore,Euro
"Data Science Ethics: Concepts, Techniques, and Cautionary Tales  ",['Hardcover'],34.0,5.0,3.0,,Singapore,Euro
"The Artificial Intelligence and Generative AI Bible: [5 in 1] The Most Updated and Complete Guide | From Understanding the Basics to Delving into GANs, NLP, Prompts, Deep Learning, and Ethics of AI  ",['Kindle-editie'],19.0,4.4,63.0,,Singapore,Euro
Data Engineering with Python: Work with massive datasets to design data models and automate data pipelines using Python  ,['Kindle-editie'],50.0,4.2,109.0,,Singapore,Euro
Algorithms and Data Structures for OOP With C# (English Edition)  ,[],0.0,,,,Singapore,Euro
The Art of Data Science  ,[],17.0,4.7,53.0,,Singapore,Euro
Data Science on the Google Cloud Platform: Implementing End-to-End Real-Time Data Pipelines: From Ingest to Machine Learning  ,['Kindle-editie'],42.0,4.6,16.0,,Singapore,Euro
"R for Data Science: Import, Tidy, Transform, Visualize, and Model Data  ",[],,4.7,1.541,,Singapore,
"Hands-On Data Analysis with Pandas - Second Edition: A Python data science handbook for data collection, wrangling, analysis, and visualization  ",['Kindle-editie'],37.0,4.4,91.0,,Singapore,Euro
Data Engineering and Data Science for Babies: Activity Workbook Part 1  ,['Kindle-editie'],16.0,4.7,5.0,,Singapore,Euro
Designing Data Governance from the Ground Up: Six Steps to Build a Data-Driven Culture  ,['Kindle-editie'],29.0,3.5,2.0,,Singapore,Euro
Leading with AI and Analytics: Build Your Data Science IQ to Drive Business Value  ,"['Kindle-editie', 'Cd']",22.0,4.6,21.0,,Singapore,Euro
Big Data For Dummies  ,['Kindle-editie'],18.0,4.2,207.0,,Singapore,Euro
Interdisciplining Digital Humanities: Boundary Work in an Emerging Field (English Edition)  ,"['Hardcover', 'Paperback']",0.0,4.6,7.0,,Singapore,Euro
Azure Databricks Cookbook: Accelerate and scale real-time analytics solutions using the Apache Spark-based analytics service  ,['Kindle-editie'],49.0,4.2,30.0,,Singapore,Euro
Building the Data Warehouse  ,[],42.0,4.6,23.0,,Singapore,Euro
"Fundamentals of Machine Learning for Predictive Data Analytics, second edition: Algorithms, Worked Examples, and Case Studies  ",['Kindle-editie'],80.0,4.8,59.0,,Singapore,Euro
"EXCEL: The Complete and Practical Guide to Become a True Excel Master in 7 Days, From Beginner to Expert | +360 Illustrative Examples, Charts, Formulas, Step-by-Step Tutorials, Tips & Tricks  ",[],16.0,4.5,93.0,,Singapore,Euro
Statistics for Big Data For Dummies  ,['Kindle-editie'],14.0,4.3,20.0,,Singapore,Euro
"Data Analysis with R - Second Edition: A comprehensive guide to manipulating, analyzing, and visualizing data in R  ",['Kindle-editie'],43.0,4.4,21.0,,Singapore,Euro
"Advances in Econometrics, Operational Research, Data Science and Actuarial Studies  ",[],195.0,,,,Singapore,Euro
Learning Google Analytics: Creating Business Impact and Driving Insights  ,['Kindle-editie'],39.0,4.1,19.0,,Singapore,Euro
R Data Analysis Projects  ,['Kindle-editie'],50.0,5.0,2.0,,Singapore,Euro
Data Engineering with Google Cloud Platform: A practical guide to operationalizing scalable data analytics systems on GCP  ,['Kindle-editie'],46.0,4.7,13.0,,Singapore,Euro
Data Teams: A Unified Management Model for Successful Data-Focused Teams  ,['Kindle-editie'],33.0,4.3,46.0,,Singapore,Euro
Privacy Is Hard and Seven Other Myths: Achieving Privacy through Careful Design  ,"['Kindle-editie', 'Paperback']",19.0,4.6,18.0,,Singapore,Euro
Marketing Analytics: Data-Driven Techniques with Microsoft Excel  ,['Kindle-editie'],28.0,4.4,208.0,,Singapore,Euro
Dark Data: Why What You Don't Know Matters  ,"['Kindle-editie', 'Hardcover']",15.0,4.3,46.0,,Singapore,Euro
Python Essential Reference  ,['Kindle-editie'],33.0,4.6,168.0,,Singapore,Euro
Phase Diagrams of the Elements (English Edition)  ,['Hardcover'],35.0,5.0,1.0,,Singapore,Euro
"Data Matching: Concepts and Techniques for Record Linkage, Entity Resolution, and Duplicate Detection  ","['Kindle-editie', 'Hardcover']",135.0,4.3,20.0,,Singapore,Euro
Data Modeling for the Business: A Handbook for Aligning the Business with IT using High-Level Data Models  ,['Kindle-editie'],37.0,4.1,17.0,,Singapore,Euro
Nuffield Advanced Science: Book of Data New Edition  ,[],36.0,4.7,16.0,,Singapore,Euro
Data Mesh in Action  ,['Kindle-editie'],41.0,4.0,6.0,,Singapore,Euro
The Kimball Group Reader: Relentlessly Practical Tools for Data Warehousing and Business Intelligence Remastered Collection  ,['Kindle-editie'],39.0,4.6,64.0,,Singapore,Euro
"Data Analytics in Football: Positional Data Collection, Modelling and Analysis  ","['Kindle-editie', 'Hardcover']",41.0,4.1,32.0,,Singapore,Euro
Azure Data Engineer Associate Certification Guide: A hands-on reference guide to developing your data engineering skills and preparing for the DP-203 exam  ,['Kindle-editie'],44.0,3.9,25.0,,Singapore,Euro
Data Science Management: Vom ersten Konzept bis zur Governance datengetriebener Organisationen  ,[],34.0,,,,Singapore,Euro
"Data and Reality: A Timeless Perspective on Perceiving and Managing Information in Our Imprecise World, 3rd Edition  ","['Kindle-editie', 'Hardcover']",34.0,3.9,47.0,,Singapore,Euro
"Environmental Data Analysis with MatLab or Python: Principles, Applications, and Prospects  ",['Kindle-editie'],107.0,,,,Singapore,Euro
Supply Chain Analytics: Using Data to Optimise Supply Chain Processes  ,"['Kindle-editie', 'Hardcover']",44.0,4.4,11.0,,Singapore,Euro
Time Series for Data Science: Analysis and Forecasting  ,['Kindle-editie'],118.0,4.5,5.0,,Singapore,Euro
How to Not Die Alone: The Surprising Science That Will Help You Find Love (English Edition)  ,"['Hardcover', 'Paperback', 'Cd']",9.0,4.5,2.053,,Singapore,Euro
Expert Data Modeling with Power BI - Second Edition: Enrich and optimize your data models to get the best out of Power BI for reporting and business needs  ,['Kindle-editie'],44.0,4.6,11.0,,Singapore,Euro
Building an Event-Driven Data Mesh: Patterns for Designing & Building Event-Driven Architectures  ,['Kindle-editie'],36.0,3.9,3.0,,Singapore,Euro
"Cloud Native Data-Center Networking: Architecture, Protocols, and Tools  ",['Kindle-editie'],52.0,4.5,41.0,,Singapore,Euro
"R Packages: Organize, Test, Document, and Share Your Code  ",['Kindle-editie'],35.0,5.0,3.0,,Singapore,Euro
A Common-Sense Guide to Data Structures and Algorithms: Level Up Your Core Programming Skills  ,['Kindle-editie'],43.0,4.8,671.0,,Singapore,Euro
Data Structures and Algorithms in Java  ,['Kindle-editie'],61.0,4.6,365.0,,Singapore,Euro
Web Scraping with Python: Collecting More Data from the Modern Web  ,['Kindle-editie'],35.0,4.6,207.0,,Singapore,Euro
"Better Data Visualizations: A Guide for Scholars, Researchers, and Wonks  ","['Kindle-editie', 'Hardcover', 'Spiral-bound']",,4.5,305.0,,Singapore,
Effective Data Science Infrastructure: How to Make Data Scientists Productive  ,['Kindle-editie'],,4.5,9.0,,Singapore,
Machine Learning for Beginners: Learn to Build Machine Learning Systems Using Python (English Edition)  ,['Kindle-editie'],37.0,3.9,35.0,,Singapore,Euro
Colorwise: A Data Storyteller's Guide to the Intentional Use of Color  ,['Kindle-editie'],24.0,4.4,19.0,,Singapore,Euro
Everything Data Analytics-A Beginner's Guide to Data Literacy: Understanding the Processes That Turn Data Into Insights  ,"['Kindle-editie', 'Hardcover']",15.0,4.3,59.0,,Singapore,Euro
The Self-Taught Computer Scientist: The Beginner's Guide to Data Structures & Algorithms  ,[],27.0,4.5,114.0,,Singapore,Euro
Who: The A Method for Hiring (English Edition)  ,"['Hardcover', 'Paperback', 'Cd']",7.0,4.5,2.196,,Singapore,Euro
"Data Means Business: Level up your organisation to adapt, evolve and scale in an ever-changing world  ",['Kindle-editie'],11.0,4.4,35.0,,Singapore,Euro
Extreme DAX: Take your Power BI and Microsoft data analytics skills to the next level  ,['Kindle-editie'],39.0,4.7,32.0,,Singapore,Euro
The Chief Data Officer's Playbook  ,['Kindle-editie'],33.0,4.3,74.0,,Singapore,Euro
People Skills for Analytical Thinkers: Boost Your Communication and Advance Your Career - and Life  ,"['Kindle-editie', 'Hardcover']",19.0,4.5,228.0,,Singapore,Euro
"Learning Data Science: Data Wrangling, Exploration, Visualization, and Modeling with Python  ",['Kindle-editie'],63.0,,,,Singapore,Euro
The Data Detective: Ten Easy Rules to Make Sense of Statistics  ,['Paperback'],21.0,4.5,694.0,,Singapore,Euro
"Machine Learning For Absolute Beginners: A Plain English Introduction (Second Edition) (AI, Data Science, Python & Statistics for Beginners) (English Edition)  ",['Paperback'],3.0,4.4,1.47,,Singapore,Euro
The Book of R: A First Course in Programming and Statistics  ,['Kindle-editie'],43.0,4.6,375.0,,Singapore,Euro
Behavioral Data Analysis with R and Python: Customer-Driven Data for Real Business Results  ,['Kindle-editie'],56.0,4.1,17.0,,Singapore,Euro
Alien Zombie: The War of Alien Invasion Series Book 2 (English Edition)  ,[],1.0,,,,Singapore,Euro
CockroachDB: The Definitive Guide: Distributed Data at Scale  ,['Kindle-editie'],56.0,5.0,8.0,,Singapore,Euro
Pattern in Music  ,['Kindle-editie'],200.0,,,,Singapore,Euro
Communicating with Data Visualisation: A Practical Guide  ,"['Kindle-editie', 'Hardcover']",44.0,4.3,4.0,,Singapore,Euro
Building Science Graphics: An Illustrated Guide to Communicating Science through Diagrams and Visualizations  ,"['Kindle-editie', 'Hardcover']",41.0,4.6,13.0,,Singapore,Euro
Learning Python for Data: Fundmental Python Skills for Starting with Data  ,[],54.0,,,,Singapore,Euro
Complete Data Analysis Using R: Your Applied Manual  ,"['Kindle-editie', 'Hardcover']",49.0,,,,Singapore,Euro
Proofs from THE BOOK  ,['Kindle-editie'],58.0,4.8,72.0,,Singapore,Euro
Microsoft Power BI Data Analyst Certification Guide: A comprehensive guide to becoming a confident and certified Power BI professional  ,['Kindle-editie'],35.0,4.0,37.0,,Singapore,Euro
Algorithms Illuminated (Part 2): Graph Algorithms and Data Structures  ,['Kindle-editie'],24.0,4.7,257.0,,Singapore,Euro
Data + Journalism: A Story-Driven Approach to Learning Data Reporting  ,[],37.0,4.7,4.0,,Singapore,Euro
Communicating with Data: Making Your Case with Data  ,['Kindle-editie'],56.0,4.3,7.0,,Singapore,Euro
The Shape of Data in Digital Humanities: Modeling Texts and Text-based Resources  ,"['Kindle-editie', 'Hardcover']",50.0,5.0,2.0,,Singapore,Euro
Data Modeling Essentials  ,['Kindle-editie'],82.0,4.2,43.0,,Singapore,Euro
"Dark Outpost (Venerable Mother - The Legend of Lucan, Shào, Kit, Tamar, Than, and Kira Book 3) (English Edition)  ",[],1.0,,,,Singapore,Euro
Modeling the Agile Data Warehouse with Data Vault  ,['Kindle-editie'],118.0,4.5,23.0,,Singapore,Euro
"Computer Age Statistical Inference: Algorithms, Evidence, and Data Science: 5  ",['Kindle-editie'],56.0,4.8,78.0,,Singapore,Euro
"Applied Data Science with Python and Jupyter: Use powerful industry-standard tools to unlock new, actionable insights from your data  ",['Kindle-editie'],28.0,4.1,13.0,,Singapore,Euro
How AI Works: From Sorcery to Science  ,['Kindle-editie'],31.0,,,,Singapore,Euro
Building the Data Lakehouse  ,['Kindle-editie'],31.0,3.3,15.0,,Singapore,Euro
Think Stats: Exploratory Data Analysis  ,['Kindle-editie'],20.0,4.2,147.0,,Singapore,Euro
The Enterprise Big Data Framework: Building Critical Capabilities to Win in the Data Economy  ,"['Kindle-editie', 'Hardcover']",62.0,,,,Singapore,Euro
Data Modeler's Workbench: Tools and Techniques for Analysis and Design  ,[],39.0,4.5,7.0,,Singapore,Euro
SQL Cookbook: Query Solutions and Techniques for All SQL Users  ,['Kindle-editie'],52.0,4.6,157.0,,Singapore,Euro
Data Structures & Algorithms in Python  ,['Kindle-editie'],45.0,4.9,19.0,,Singapore,Euro
Telling Your Data Story: Data Storytelling for Data Management  ,['Kindle-editie'],28.0,4.3,80.0,,Singapore,Euro
Code: The Hidden Language of Computer Hardware and Software  ,['Kindle-editie'],25.0,4.8,393.0,,Singapore,Euro
"The Definitive Guide to Dax: Business Intelligence for Microsoft Power Bi, SQL Server Analysis Services, and Excel  ",['Kindle-editie'],39.0,4.7,1.164,,Singapore,Euro
Executing Data Quality Projects: Ten Steps to Quality Data and Trusted InformationTM  ,[],60.0,4.4,31.0,,Singapore,Euro
"Becoming Data Literate: Building a great business, culture and leadership through data and analytics  ",['Kindle-editie'],10.0,4.4,15.0,,Singapore,Euro
Data Analysis for the Life Sciences with R  ,"['Kindle-editie', 'Hardcover']",23.0,4.5,16.0,,Singapore,Euro
Graph Data Processing with Cypher: A practical guide to building graph traversal queries using the Cypher syntax on Neo4j  ,['Kindle-editie'],40.0,4.2,7.0,,Singapore,Euro
An Introduction to Agile Data Engineering Using Data Vault 2.0: Better Data Modeling: 4  ,['Kindle-editie'],13.0,3.9,47.0,,Singapore,Euro
Adventures in Financial Data Science: The Empirical Properties of Financial and Economic Data (Second Edition): 19  ,['Kindle-editie'],135.0,5.0,1.0,,Singapore,Euro
Privacy is Power: Why and How You Should Take Back Control of Your Data  ,"['Kindle-editie', 'Hardcover']",11.0,4.5,334.0,,Singapore,Euro
The Analysis of Biological Data  ,['Product Bundle'],77.0,4.4,88.0,,Singapore,Euro
Quantitative Social Science: An Introduction  ,"['Kindle-editie', 'Hardcover']",41.0,4.5,94.0,,Singapore,Euro
Python for Finance Cookbook - Second Edition: Over 80 powerful recipes for effective financial data analysis  ,['Kindle-editie'],41.0,4.4,18.0,,Singapore,Euro
Python Programming for Beginners: The Complete Guide to Mastering Python in 7 Days with Hands-On Exercises – Top Secret Coding Tips to Get an Unfair Advantage and Land Your Dream Job!  ,['Hardcover'],25.0,4.2,317.0,,Singapore,Euro
Azure Data and AI Architect Handbook: Adopt a structured approach to designing data and AI solutions at scale on Microsoft Azure  ,['Kindle-editie'],43.0,5.0,3.0,,Singapore,Euro
Data Science and Machine Learning: Mathematical and Statistical Methods  ,['Kindle-editie'],85.0,4.8,35.0,,Singapore,Euro
Football Analytics with Python & R: Learning Data Science Through the Lens of Sports  ,['Kindle-editie'],39.0,4.1,10.0,,Singapore,Euro
Data Analysis for Social Science: A Friendly and Practical Introduction  ,"['Kindle-editie', 'Hardcover']",40.0,4.8,19.0,,Singapore,Euro
"Python for Geospatial Data Analysis: Theory, Tools, and Practice for Location Intelligence  ",['Kindle-editie'],56.0,3.5,23.0,,Singapore,Euro
Data Engineering and Data Science for Babies: Activity Workbook Part 1  ,['Kindle-editie'],16.0,4.7,5.0,,Singapore,Euro
Data Modeling with Snowflake: A practical guide to accelerating Snowflake development using universal data modeling techniques  ,['Kindle-editie'],57.0,4.8,20.0,,Singapore,Euro
Python Programming for Beginners: The Complete Guide to Mastering Python in 7 Days with Hands-On Exercises – Top Secret Coding Tips to Get an Unfair Advantage and Land Your Dream Job!  ,['Hardcover'],25.0,4.2,317.0,,Singapore,Euro
"Data Engineering with dbt: A practical guide to building a cloud-based, pragmatic, and dependable data platform with SQL  ",['Kindle-editie'],42.0,4.5,2.0,,Singapore,Euro
Azure Data and AI Architect Handbook: Adopt a structured approach to designing data and AI solutions at scale on Microsoft Azure  ,['Kindle-editie'],43.0,5.0,3.0,,Singapore,Euro
How Data Happened: A History from the Age of Reason to the Age of Algorithms  ,"['Kindle-editie', 'Paperback', 'Cd']",30.0,4.2,35.0,,Singapore,Euro
Data Science and Machine Learning: Mathematical and Statistical Methods  ,['Kindle-editie'],85.0,4.8,35.0,,Singapore,Euro
"Driving Data Quality with Data Contracts: A comprehensive guide to building reliable, trusted, and effective data platforms  ",['Kindle-editie'],40.0,4.8,5.0,,Singapore,Euro
Football Analytics with Python & R: Learning Data Science Through the Lens of Sports  ,['Kindle-editie'],39.0,4.1,10.0,,Singapore,Euro
Data Analysis for Social Science: A Friendly and Practical Introduction  ,"['Kindle-editie', 'Hardcover']",40.0,4.8,19.0,,Singapore,Euro
"Telematics and Computing: 12th International Congress, WITCOM 2023, Puerto Vallarta, Mexico, November 13–17, 2023, Proceedings (Communications in Computer ... Science Book 1906) (English Edition)  ",['Paperback'],68.0,,,,Singapore,Euro
The Handbook of Data Science and AI: Generate Value from Data with Machine Learning and Data Analytics: Generate Value from Data with Data Analysis and Machine Learning  ,[],40.0,4.6,11.0,,Singapore,Euro
Probability and Statistics Essentials for Data Science and Machine Learning: 200+ examples and pictures (English Edition)  ,[],4.0,,,,Singapore,Euro
"Practical Data Quality: Learn practical, real-world strategies to transform the quality of data in your organization  ",['Kindle-editie'],34.0,5.0,1.0,,Singapore,Euro
Data Science: A Beginner's Guide  ,[],10.0,4.5,4.0,,Singapore,Euro
Product Operations: How successful companies build better products at scale  ,['Kindle-editie'],25.0,4.6,33.0,,Singapore,Euro
"The ABCs of Data Science: By Real Data Scientists, For Future Data Scientists: 6  ",[],18.0,4.7,13.0,,Singapore,Euro
Fundamentals of Data Visualization: A Primer on Making Informative and Compelling Figures  ,['Kindle-editie'],60.0,4.6,196.0,,Singapore,Euro
The Book of Why: The New Science of Cause and Effect  ,"['Kindle-editie', 'Hardcover', 'Cd']",14.0,4.4,1.495,,Singapore,Euro
SQL for Data Analysis: Advanced Techniques for Transforming Data into Insights  ,['Kindle-editie'],38.0,4.7,115.0,,Singapore,Euro
"Neural Information Processing: 30th International Conference, ICONIP 2023, Changsha, China, November 20–23, 2023, Proceedings, Part VII (Communications ... Science Book 1967) (English Edition)  ",['Paperback'],68.0,,,,Singapore,Euro
"The Business Case for AI: A Leader's Guide to AI Strategies, Best Practices & Real-World Applications  ","['Kindle-editie', 'Hardcover']",23.0,4.4,105.0,,Singapore,Euro
